4/29/70,8:01:34,7.3,14.463,-92.683,44,"62 km al SUROESTE de CD HIDALGO, CHIS",4/29/70,14:01:34,revisado
4/30/70,2:32:58,6.5,14.608,-93.26,22,"100 km al SUROESTE de MAPASTEPEC, CHIS",4/30/70,8:32:58,revisado
9/30/71,2:18:00,6.5,26.88,-110.8,14,"92 km al SUROESTE de PUEBLO YAQUI, SON",9/30/71,8:18:00,revisado
10/20/72,2:17:46,6.6,18.7,-106.756,10,"238 km al OESTE de CIHUATLAN, JAL",10/20/72,8:17:46,revisado
11/12/72,22:43:45,6.5,15.541,-95.04,14,"73 km al SUR de SALINA CRUZ, OAX",11/13/72,4:43:45,revisado
1/30/73,15:01:12,7.6,18.412,-103.019,24,"43 km al SURESTE de COALCOMAN, MICH",1/30/73,21:01:12,revisado
8/28/73,3:50:41,7.3,18.248,-96.551,82,"30 km al SUROESTE de TIERRA BLANCA, VER",8/28/73,9:50:41,revisado
1/21/74,16:48:52,5,14.85,-93.62,33,"102 km al SUROESTE de MAPASTEPEC, CHIS",1/21/74,22:48:52,revisado
1/25/74,23:35:33,5.1,18.26,-103.41,33,"63 km al SUROESTE de COALCOMAN, MICH",1/26/74,5:35:33,revisado
2/2/74,1:07:40,5.1,14.08,-91.96,75,"69 km al SURESTE de CD HIDALGO, CHIS",2/2/74,7:07:40,revisado
2/23/74,0:02:53,5.1,16.08,-98.12,33,"30 km al SUR de PINOTEPA NACIONAL, OAX",2/23/74,6:02:53,revisado
2/23/74,0:21:34,5.3,15.65,-98.28,33,"80 km al SUROESTE de PINOTEPA NACIONAL, OAX",2/23/74,6:21:34,revisado
4/10/74,16:43:00,5.4,14.53,-91.63,108,"58 km al SURESTE de CD HIDALGO, CHIS",4/10/74,22:43:00,revisado
4/14/74,0:55:01,5.3,14.71,-91.31,138,"91 km al ESTE de CD HIDALGO, CHIS",4/14/74,6:55:01,revisado
5/26/74,23:01:15,5.3,17.65,-98.53,50,"12 km al NORESTE de TLAPA, GRO",5/27/74,5:01:15,revisado
5/31/74,8:04:59,6.3,27.23,-111.24,33,"83 km al SUROESTE de H GUAYMAS, SON",5/31/74,14:04:59,revisado
6/12/74,7:46:41,5.1,16.83,-99.18,49,"23 km al ESTE de SAN MARCOS, GRO",6/12/74,13:46:41,revisado
6/13/74,5:57:17,5,16.8,-97.93,96,"52 km al ESTE de OMETEPEC, GRO",6/13/74,11:57:17,revisado
6/20/74,1:44:46,5.1,17.17,-98.86,33,"51 km al SUROESTE de TLAPA, GRO",6/20/74,7:44:46,revisado
6/24/74,23:00:58,5.3,15.42,-95.3,25,"85 km al SUR de SALINA CRUZ, OAX",6/25/74,5:00:58,revisado
6/25/74,2:44:45,5.6,15.44,-95.47,30,"80 km al SURESTE de CRUCECITA, OAX",6/25/74,8:44:45,revisado
7/18/74,13:21:23,5.6,16.78,-98.6,33,"23 km al NOROESTE de OMETEPEC, GRO",7/18/74,19:21:23,revisado
7/21/74,2:28:35,5.3,14.29,-92.39,70,"50 km al SUROESTE de CD HIDALGO, CHIS",7/21/74,8:28:35,revisado
8/12/74,15:27:18,5.1,17.45,-100.29,73,"31 km al NORESTE de ATOYAC DE ALVAREZ, GRO",8/12/74,21:27:18,revisado
8/26/74,0:27:40,5.1,15.95,-91.04,33,"108 km al SURESTE de LAS MARGARITAS, CHIS",8/26/74,6:27:40,revisado
9/12/74,14:14:37,5,13.56,-89.89,85,"274 km al SURESTE de CD HIDALGO, CHIS",9/12/74,20:14:37,revisado
9/20/74,5:59:43,5,13.78,-91.09,33,"152 km al SURESTE de CD HIDALGO, CHIS",9/20/74,11:59:43,revisado
10/6/74,11:09:33,5.5,16.69,-99.89,50,"20 km al SUR de ACAPULCO, GRO",10/6/74,17:09:33,revisado
10/24/74,18:05:34,6,15.84,-93.48,100,"34 km al NOROESTE de PIJIJIAPAN, CHIS",10/25/74,0:05:34,revisado
11/17/74,16:57:40,5.1,16.92,-100.14,33,"11 km al SUROESTE de COYUCA DE BENITEZ, GRO",11/17/74,22:57:40,revisado
12/2/74,6:36:44,5.2,14.63,-91.51,97,"69 km al ESTE de CD HIDALGO, CHIS",12/2/74,12:36:44,revisado
12/17/74,9:31:16,5.3,13.19,-88.47,50,"430 km al SURESTE de CD HIDALGO, CHIS",12/17/74,15:31:16,revisado
12/23/74,20:10:25,5.4,14.26,-90.08,155,"228 km al ESTE de CD HIDALGO, CHIS",12/24/74,2:10:25,revisado
12/31/74,14:15:32,5.4,14.15,-91.92,75,"64 km al SURESTE de CD HIDALGO, CHIS",12/31/74,20:15:32,revisado
12/31/74,14:21:09,6.1,14.13,-91.82,39,"70 km al SURESTE de CD HIDALGO, CHIS",12/31/74,20:21:09,revisado
1/1/75,16:52:36,5,14.18,-92.19,80,"55 km al SUR de CD HIDALGO, CHIS",1/1/75,22:52:36,revisado
1/12/75,15:22:14,5.1,32.8,-117.97,8,"92 km al NOROESTE de TIJUANA, BC",1/12/75,21:22:14,revisado
1/31/75,10:14:31,5.1,15.37,-104.75,44,"392 km al SUROESTE de LA MIRA, MICH",1/31/75,16:14:31,revisado
2/2/75,19:03:25,5.4,15.61,-91.8,218,"37 km al ESTE de FRONTERA COMALAPA, CHIS",2/3/75,1:03:25,revisado
2/21/75,18:47:21,5.3,17.16,-100.54,40,"12 km al SURESTE de TECPAN, GRO",2/22/75,0:47:21,revisado
3/13/75,17:40:10,5.2,16.32,-86.96,33,"281 km al SURESTE de CHETUMAL, QR",3/13/75,23:40:10,revisado
3/14/75,0:04:31,5.5,16.11,-93.63,155,"14 km al ESTE de TONALA, CHIS",3/14/75,6:04:31,revisado
3/24/75,20:31:22,5.3,13.65,-90.74,33,"190 km al SURESTE de CD HIDALGO, CHIS",3/25/75,2:31:22,revisado
4/23/75,5:14:48,6,16.34,-98.87,11,"62 km al SUROESTE de OMETEPEC, GRO",4/23/75,11:14:48,revisado
4/23/75,5:46:06,5.1,16.2,-98.8,34,"68 km al SUROESTE de OMETEPEC, GRO",4/23/75,11:46:06,revisado
6/13/75,20:25:59,5.2,23.06,-108.04,33,"151 km al SUROESTE de LA CRUZ, SIN",6/14/75,2:25:59,revisado
6/19/75,10:12:42,5,13.37,-89.34,93,"336 km al SURESTE de CD HIDALGO, CHIS",6/19/75,16:12:42,revisado
6/30/75,16:58:24,5.1,17.79,-102.94,27,"70 km al SUROESTE de LA MIRA, MICH",6/30/75,22:58:24,revisado
7/8/75,3:37:25,6.5,29.304,-113.468,5,"160 km al NORESTE de GUERRERO NEGRO, BCS",7/8/75,9:37:25,revisado
7/28/75,9:26:17,5.2,25.38,-109.62,33,"75 km al SUROESTE de AHOME, SIN",7/28/75,15:26:17,revisado
8/2/75,11:15:05,5,23.92,-108.75,33,"136 km al NORESTE de SAN JOSE DEL CABO, BCS",8/2/75,17:15:05,revisado
8/19/75,8:57:12,5.6,15.85,-94.34,33,"63 km al SUROESTE de ARRIAGA , CHIS",8/19/75,14:57:12,revisado
8/19/75,14:18:55,5.6,15.29,-98.81,33,"142 km al SUROESTE de PINOTEPA NACIONAL, OAX",8/19/75,20:18:55,revisado
8/22/75,17:08:16,5.2,14.65,-93.51,38,"110 km al SUROESTE de MAPASTEPEC, CHIS",8/22/75,23:08:16,revisado
9/12/75,20:38:33,5.4,30.89,-116.12,33,"22 km al NOROESTE de VICENTE GUERRERO, BC",9/13/75,2:38:33,revisado
9/12/75,20:55:26,5.1,30.87,-116.28,33,"32 km al NOROESTE de VICENTE GUERRERO, BC",9/13/75,2:55:26,revisado
9/21/75,7:13:02,5.4,14.75,-93.92,33,"129 km al SUROESTE de PIJIJIAPAN, CHIS",9/21/75,13:13:02,revisado
9/24/75,11:19:37,5.7,25.15,-109.26,33,"76 km al SUROESTE de LOS MOCHIS, SIN",9/24/75,17:19:37,revisado
10/11/75,8:41:09,5.5,17.58,-102.28,33,"42 km al SUR de CD LAZARO CARDENAS, MICH",10/11/75,14:41:09,revisado
10/22/75,19:19:59,5.1,17.18,-93.17,12,"37 km al SUR de PICHUCALCO, CHIS",10/23/75,1:19:59,revisado
10/22/75,19:20:03,5.1,17.2,-93.29,33,"39 km al SUROESTE de PICHUCALCO, CHIS",10/23/75,1:20:03,revisado
10/28/75,22:53:58,5.7,16.86,-99.67,33,"24 km al ESTE de ACAPULCO, GRO",10/29/75,4:53:58,revisado
11/5/75,11:04:18,5.2,16.87,-92.73,20,"18 km al NOROESTE de S CRISTOBAL LAS CASAS, CHIS",11/5/75,17:04:18,revisado
11/15/75,9:28:30,5.9,18.23,-102.18,33,"24 km al NORTE de LAS GUACAMAYAS, MICH",11/15/75,15:28:30,revisado
12/4/75,8:58:20,5,16.59,-94.5,89,"37 km al NORESTE de UNION HIDALGO, OAX",12/4/75,14:58:20,revisado
12/15/75,8:27:47,5,13.66,-92.95,33,"142 km al SUROESTE de CD HIDALGO, CHIS",12/15/75,14:27:47,revisado
1/4/76,5:34:50,5.3,13.04,-88.67,33,"417 km al SURESTE de CD HIDALGO, CHIS",1/4/76,11:34:50,revisado
1/25/76,4:59:48,5,13.93,-90.88,103,"160 km al SURESTE de CD HIDALGO, CHIS",1/25/76,10:59:48,revisado
1/25/76,21:17:46,5.1,13.94,-91.01,69,"148 km al SURESTE de CD HIDALGO, CHIS",1/26/76,3:17:46,revisado
2/1/76,5:14:57,5.7,17.17,-100.19,52,"21 km al NOROESTE de COYUCA DE BENITEZ, GRO",2/1/76,11:14:57,revisado
2/4/76,3:01:46,7.5,15.262,-89.198,13,"319 km al ESTE de FRONTERA COMALAPA, CHIS",2/4/76,9:01:46,revisado
2/4/76,3:30:29,5.4,14.94,-90.56,5,"173 km al ESTE de CACAHOATAN, CHIS",2/4/76,9:30:29,revisado
2/4/76,4:03:49,5,14.17,-90.73,5,"163 km al SURESTE de CD HIDALGO, CHIS",2/4/76,10:03:49,revisado
2/6/76,12:11:58,5,14.32,-90.43,5,"190 km al ESTE de CD HIDALGO, CHIS",2/6/76,18:11:58,revisado
2/6/76,12:19:17,5.7,14.76,-90.61,5,"166 km al ESTE de CD HIDALGO, CHIS",2/6/76,18:19:17,revisado
2/8/76,2:13:46,5.6,15.57,-88.47,5,"325 km al SUR de CHETUMAL, QR",2/8/76,8:13:46,revisado
2/9/76,5:44:46,5.2,15.32,-89.07,5,"330 km al SURESTE de LAS MARGARITAS, CHIS",2/9/76,11:44:46,revisado
2/9/76,15:29:57,5.5,21.59,-106.61,48,"141 km al SUROESTE de TUXPAN, NAY",2/9/76,21:29:57,revisado
2/19/76,12:31:31,5.1,15.94,-95.08,33,"30 km al SURESTE de SALINA CRUZ, OAX",2/19/76,18:31:31,revisado
2/20/76,8:20:42,5.5,13.68,-92.26,32,"111 km al SUR de CD HIDALGO, CHIS",2/20/76,14:20:42,revisado
